,sym_1,sym_2,p_value,t_value,c_value,hedge_ratio,zero_crossings
53,1000RATSUSDT,AMBUSDT,0.02,-3.63,-3.37,7.23,18
1144,FORTHUSDT,FTMUSDT,0.0,-5.4,-3.37,2.4,18
168,ALPACAUSDT,AUCTIONUSDT,0.01,-3.9,-3.37,0.02,18
444,BNTUSDT,BOBAUSDT,0.04,-3.47,-3.37,0.36,18
536,COVALUSDT,1000LUNCUSDT,0.0,-4.28,-3.37,0.09,18
27,10000SATSUSDT,FOXYUSDT,0.03,-3.5,-3.37,0.11,17
707,EGLDUSDT,BATUSDT,0.0,-6.0,-3.37,251.63,17
830,ENJUSDT,ALPACAUSDT,0.0,-5.29,-3.37,14.96,17
1110,FORTHUSDT,CTKUSDT,0.0,-5.58,-3.37,1.75,17
476,BSVUSDT,ALPACAUSDT,0.03,-3.52,-3.37,807.18,17
1316,HOTUSDT,CTSIUSDT,0.01,-3.96,-3.37,0.02,17
895,ENJUSDT,DASHUSDT,0.01,-4.05,-3.37,0.01,17
481,BSVUSDT,CEEKUSDT,0.01,-3.85,-3.37,490.9,17
829,ENJUSDT,ALICEUSDT,0.01,-3.89,-3.37,0.2,17
739,EGLDUSDT,CTKUSDT,0.0,-4.88,-3.37,156.48,17
66,1000XECUSDT,ALPACAUSDT,0.0,-4.34,-3.37,0.58,17
322,AXSUSDT,BTCUSDT,0.01,-4.08,-3.37,0.01,17
100,1CATUSDT,AGLDUSDT,0.04,-3.42,-3.37,0.01,17
274,AXSUSDT,AEVOUSDT,0.01,-3.82,-3.37,21.61,17
916,ENJUSDT,FIREUSDT,0.0,-5.27,-3.37,2.09,17
1004,FLOWUSDT,HNTUSDT,0.01,-4.03,-3.37,0.52,17
669,EGLDUSDT,1INCHUSDT,0.0,-4.86,-3.37,98.59,17
67,1000XECUSDT,ALTUSDT,0.0,-4.22,-3.37,0.23,17
1095,FORTHUSDT,CEEKUSDT,0.0,-5.44,-3.37,11.44,17
743,EGLDUSDT,CYBERUSDT,0.0,-4.78,-3.37,61.34,17
695,EGLDUSDT,ARKUSDT,0.0,-4.94,-3.37,941.01,17
1257,HOTUSDT,ALPACAUSDT,0.01,-3.88,-3.37,0.04,17
1325,HOTUSDT,DENTUSDT,0.01,-3.8,-3.37,1.81,17
1219,HIFIUSDT,FETUSDT,0.02,-3.68,-3.37,1.2,17
649,DYDXUSDT,HNTUSDT,0.03,-3.52,-3.37,0.85,17
746,EGLDUSDT,DASHUSDT,0.0,-4.55,-3.37,1.43,17
278,AXSUSDT,AIUSDT,0.01,-3.91,-3.37,61.81,17
856,ENJUSDT,BBUSDT,0.0,-7.09,-3.37,6.51,17
1216,HFTUSDT,BIGTIMEUSDT,0.02,-3.72,-3.37,3.29,17
213,ARKUSDT,FLRUSDT,0.03,-3.58,-3.37,9.29,17
806,ENJUSDT,1000BONKUSDT,0.0,-5.49,-3.37,1440.99,17
855,ENJUSDT,BATUSDT,0.0,-4.21,-3.37,2.24,17
1311,HOTUSDT,COTIUSDT,0.01,-3.8,-3.37,0.02,17
268,AXSUSDT,1INCHUSDT,0.01,-3.84,-3.37,25.54,17
128,ACHUSDT,ARKMUSDT,0.04,-3.43,-3.37,0.07,17
660,EGLDUSDT,1000BTTUSDT,0.0,-4.4,-3.37,139807.32,17
245,AUDIOUSDT,FLOWUSDT,0.04,-3.38,-3.37,0.17,17
92,1000XECUSDT,FETUSDT,0.02,-3.63,-3.37,0.21,17
622,DENTUSDT,GALAUSDT,0.04,-3.45,-3.37,0.04,17
267,AXSUSDT,1CATUSDT,0.01,-4.05,-3.37,6974.95,17
773,EGLDUSDT,FORTHUSDT,0.0,-4.74,-3.37,89.25,17
6,1000000MOGUSDT,ETCUSDT,0.02,-3.74,-3.37,0.02,17
22,10000SATSUSDT,BBUSDT,0.03,-3.49,-3.37,0.0,17
1250,HOTUSDT,AGIUSDT,0.01,-3.98,-3.37,0.23,17
539,COVALUSDT,BAKEUSDT,0.03,-3.59,-3.37,0.03,17
619,DENTUSDT,ENAUSDT,0.0,-4.4,-3.37,0.0,17
504,CELOUSDT,FETUSDT,0.03,-3.52,-3.37,10.82,17
659,EGLDUSDT,1000BONKUSDT,0.0,-4.82,-3.37,161914.88,17
1282,HOTUSDT,BATUSDT,0.01,-3.92,-3.37,0.01,17
381,AXSUSDT,FXSUSDT,0.01,-3.9,-3.37,2.16,17
863,ENJUSDT,BNTUSDT,0.01,-3.95,-3.37,4.36,17
123,ACEUSDT,ACHUSDT,0.03,-3.52,-3.37,383.05,17
874,ENJUSDT,CELOUSDT,0.01,-4.02,-3.37,0.5,17
1119,FORTHUSDT,DEGENUSDT,0.0,-5.84,-3.37,66.72,17
1118,FORTHUSDT,DATAUSDT,0.0,-5.43,-3.37,39.96,17
710,EGLDUSDT,BEAMUSDT,0.0,-5.77,-3.37,31889.72,17
124,ACEUSDT,APEUSDT,0.02,-3.67,-3.37,1.15,17
186,ALPACAUSDT,HIGHUSDT,0.0,-4.26,-3.37,0.05,17
1186,FTNUSDT,GODSUSDT,0.01,-4.09,-3.37,5.57,16
445,BNTUSDT,BSVUSDT,0.05,-3.37,-3.37,0.0,16
93,1000XECUSDT,FILUSDT,0.0,-4.18,-3.37,0.0,16
978,FETUSDT,ETHWUSDT,0.0,-4.54,-3.37,0.06,16
788,EGLDUSDT,GODSUSDT,0.0,-5.85,-3.37,751.55,16
1248,HOTUSDT,AERGOUSDT,0.01,-3.82,-3.37,0.04,16
1040,FORTHUSDT,AAVEUSDT,0.0,-5.43,-3.37,0.01,16
1249,HOTUSDT,AEVOUSDT,0.01,-3.8,-3.37,0.0,16
121,AAVEUSDT,DASHUSDT,0.04,-3.4,-3.37,2.51,16
50,1000LUNCUSDT,BAKEUSDT,0.03,-3.51,-3.37,0.33,16
642,DYDXUSDT,ARKUSDT,0.02,-3.7,-3.37,80.01,16
540,COVALUSDT,BBUSDT,0.02,-3.69,-3.37,0.09,16
1084,FORTHUSDT,BLZUSDT,0.0,-5.35,-3.37,20.25,16
737,EGLDUSDT,CROUSDT,0.0,-4.5,-3.37,344.85,16
1043,FORTHUSDT,AERGOUSDT,0.0,-5.4,-3.37,17.62,16
543,COVALUSDT,COMBOUSDT,0.02,-3.6,-3.37,0.03,16
653,EGLDUSDT,10000COQUSDT,0.0,-6.26,-3.37,4192.51,16
1295,HOTUSDT,BRETTUSDT,0.01,-3.83,-3.37,0.17,16
1157,FORTHUSDT,GRTUSDT,0.0,-5.32,-3.37,4.41,16
1107,FORTHUSDT,COVALUSDT,0.0,-5.62,-3.37,86.18,16
1128,FORTHUSDT,ENAUSDT,0.0,-5.69,-3.37,2.63,16
97,1000XECUSDT,GRTUSDT,0.01,-3.9,-3.37,0.14,16
46,1000IQ50USDT,BSVUSDT,0.02,-3.67,-3.37,0.0,16
1032,FORTHUSDT,1000IQ50USDT,0.0,-5.41,-3.37,55.35,16
538,COVALUSDT,AUCTIONUSDT,0.02,-3.71,-3.37,0.01,16
802,ENJUSDT,10000NFTUSDT,0.0,-4.33,-3.37,120.32,15
1286,HOTUSDT,BELUSDT,0.0,-4.23,-3.37,0.01,15
244,AUDIOUSDT,ENSUSDT,0.02,-3.69,-3.37,0.04,15
1111,FORTHUSDT,CTSIUSDT,0.0,-5.41,-3.37,7.29,15
776,EGLDUSDT,FTMUSDT,0.0,-5.61,-3.37,214.25,15
908,ENJUSDT,ENSUSDT,0.0,-7.56,-3.37,0.04,15
140,ADAUSDT,COMPUSDT,0.04,-3.4,-3.37,0.0,15
519,COMBOUSDT,10000WENUSDT,0.03,-3.49,-3.37,1.73,15
1114,FORTHUSDT,CYBERUSDT,0.0,-5.55,-3.37,0.69,15
1322,HOTUSDT,DASHUSDT,0.01,-3.81,-3.37,0.0,15
532,COTIUSDT,ENAUSDT,0.01,-3.85,-3.37,0.31,15
1243,HOTUSDT,1INCHUSDT,0.02,-3.75,-3.37,0.0,15
786,EGLDUSDT,GMXUSDT,0.0,-6.01,-3.37,6.95,15
904,ENJUSDT,DYDXUSDT,0.0,-4.24,-3.37,0.1,15
1259,HOTUSDT,ALTUSDT,0.01,-3.81,-3.37,0.02,15
721,EGLDUSDT,BSVUSDT,0.0,-5.88,-3.37,2.08,15
1253,HOTUSDT,AIUSDT,0.01,-3.86,-3.37,0.01,15
393,AXSUSDT,HFTUSDT,0.01,-3.97,-3.37,97.03,15
878,ENJUSDT,CHZUSDT,0.0,-5.2,-3.37,7.39,15
601,DEGENUSDT,HIGHUSDT,0.02,-3.7,-3.37,0.01,15
400,BADGERUSDT,COMBOUSDT,0.01,-4.01,-3.37,2.1,15
668,EGLDUSDT,1CATUSDT,0.0,-4.76,-3.37,26924.4,15
303,AXSUSDT,BADGERUSDT,0.01,-3.89,-3.37,33.13,15
605,DENTUSDT,1000BONKUSDT,0.03,-3.58,-3.37,2.22,15
1188,FTNUSDT,HNTUSDT,0.03,-3.5,-3.37,0.07,15
888,ENJUSDT,CTKUSDT,0.0,-5.54,-3.37,1.39,15
607,DENTUSDT,1CATUSDT,0.02,-3.65,-3.37,0.37,15
343,AXSUSDT,CVXUSDT,0.01,-3.81,-3.37,2.59,15
1070,FORTHUSDT,AUDIOUSDT,0.0,-5.65,-3.37,1.26,15
174,ALPACAUSDT,COMBOUSDT,0.01,-3.79,-3.37,0.16,15
1038,FORTHUSDT,1CATUSDT,0.0,-5.55,-3.37,302.75,15
106,1CATUSDT,COSUSDT,0.04,-3.44,-3.37,0.89,15
107,1CATUSDT,COTIUSDT,0.03,-3.54,-3.37,0.03,15
372,AXSUSDT,FLMUSDT,0.0,-4.46,-3.37,411.4,15
215,ARPAUSDT,HFTUSDT,0.03,-3.48,-3.37,0.1,15
618,DENTUSDT,DYMUSDT,0.05,-3.37,-3.37,0.0,15
368,AXSUSDT,FETUSDT,0.01,-3.84,-3.37,155.5,15
846,ENJUSDT,ATAUSDT,0.0,-4.3,-3.37,28.62,15
113,1INCHUSDT,BBUSDT,0.03,-3.47,-3.37,7.36,15
858,ENJUSDT,BEAMUSDT,0.0,-5.28,-3.37,284.15,15
623,DENTUSDT,GLMUSDT,0.04,-3.43,-3.37,0.02,15
297,AXSUSDT,ASTRUSDT,0.01,-4.1,-3.37,276.53,15
1278,HOTUSDT,BADGERUSDT,0.01,-3.78,-3.37,0.0,15
211,ARKUSDT,COTIUSDT,0.02,-3.76,-3.37,0.79,15
1153,FORTHUSDT,GMTUSDT,0.0,-5.41,-3.37,4.02,15
312,AXSUSDT,BIGTIMEUSDT,0.0,-4.27,-3.37,316.68,15
955,ETHUSDT,AGIUSDT,0.02,-3.61,-3.37,66379.37,15
185,ALPACAUSDT,FXSUSDT,0.02,-3.64,-3.37,0.0,15
873,ENJUSDT,CEEKUSDT,0.0,-4.12,-3.37,9.09,15
1354,HOTUSDT,GFTUSDT,0.0,-4.18,-3.37,0.06,15
815,ENJUSDT,1CATUSDT,0.0,-4.26,-3.37,239.8,15
671,EGLDUSDT,ACEUSDT,0.0,-4.69,-3.37,18.52,15
232,AUCTIONUSDT,FOXYUSDT,0.01,-3.77,-3.37,411.19,15
432,BNTUSDT,1000RATSUSDT,0.02,-3.61,-3.37,8.25,15
670,EGLDUSDT,AAVEUSDT,0.0,-4.66,-3.37,0.57,15
157,AIUSDT,FLRUSDT,0.0,-4.61,-3.37,36.26,15
924,ENJUSDT,FTMUSDT,0.01,-4.09,-3.37,1.91,15
892,ENJUSDT,CYBERUSDT,0.0,-4.39,-3.37,0.55,15
310,AXSUSDT,BEAMUSDT,0.01,-3.89,-3.37,8256.05,15
421,BELUSDT,AXLUSDT,0.02,-3.66,-3.37,1.05,15
327,AXSUSDT,CELRUSDT,0.01,-3.82,-3.37,501.06,15
340,AXSUSDT,CTKUSDT,0.01,-3.84,-3.37,40.53,15
95,1000XECUSDT,FLMUSDT,0.01,-3.78,-3.37,0.55,15
1091,FORTHUSDT,BSVUSDT,0.0,-5.57,-3.37,0.02,15
595,DEGENUSDT,ENSUSDT,0.02,-3.63,-3.37,0.0,15
346,AXSUSDT,DARUSDT,0.0,-4.16,-3.37,57.73,15
81,1000XECUSDT,COVALUSDT,0.01,-3.79,-3.37,2.64,14
528,COSUSDT,COVALUSDT,0.04,-3.47,-3.37,0.31,14
655,EGLDUSDT,10000NFTUSDT,0.0,-5.44,-3.37,13496.99,14
571,DASHUSDT,APEXUSDT,0.03,-3.52,-3.37,72.53,14
1234,HOTUSDT,1000BTTUSDT,0.01,-3.97,-3.37,3.45,14
662,EGLDUSDT,1000IQ50USDT,0.0,-6.28,-3.37,4935.13,14
666,EGLDUSDT,1000TURBOUSDT,0.0,-5.35,-3.37,248.73,14
714,EGLDUSDT,BLZUSDT,0.0,-5.59,-3.37,1805.31,14
544,COVALUSDT,DODOUSDT,0.0,-4.55,-3.37,0.09,14
597,DEGENUSDT,FETUSDT,0.01,-3.98,-3.37,0.1,14
592,DEGENUSDT,DATAUSDT,0.03,-3.55,-3.37,0.6,14
1301,HOTUSDT,CELOUSDT,0.01,-3.78,-3.37,0.0,14
554,CTSIUSDT,ANKRUSDT,0.03,-3.55,-3.37,2.81,14
588,DEGENUSDT,COREUSDT,0.03,-3.56,-3.37,0.01,14
758,EGLDUSDT,ENAUSDT,0.0,-4.64,-3.37,234.98,14
581,DEGENUSDT,ARBUSDT,0.04,-3.45,-3.37,0.03,14
575,DATAUSDT,DENTUSDT,0.03,-3.51,-3.37,20.33,14
159,AKROUSDT,ANKRUSDT,0.04,-3.4,-3.37,0.03,14
239,AUDIOUSDT,CTKUSDT,0.03,-3.52,-3.37,1.4,14
524,COREUSDT,ETHWUSDT,0.0,-4.22,-3.37,0.44,14
862,ENJUSDT,BLZUSDT,0.0,-5.05,-3.37,16.08,14
313,AXSUSDT,BLURUSDT,0.01,-3.88,-3.37,62.83,14
314,AXSUSDT,BLZUSDT,0.01,-3.88,-3.37,467.33,14
1179,FTNUSDT,ARBUSDT,0.02,-3.65,-3.37,1.53,14
1361,HOTUSDT,GRTUSDT,0.01,-3.93,-3.37,0.01,14
90,1000XECUSDT,EOSUSDT,0.0,-4.28,-3.37,0.02,14
1176,FTNUSDT,AAVEUSDT,0.02,-3.75,-3.37,0.0,14
120,AAVEUSDT,CHZUSDT,0.0,-4.73,-3.37,1456.41,14
958,ETHUSDT,BEAMUSDT,0.03,-3.53,-3.37,222397.38,14
1318,HOTUSDT,CVXUSDT,0.01,-4.01,-3.37,0.0,14
439,BNTUSDT,AUCTIONUSDT,0.03,-3.48,-3.37,0.08,14
1209,HBARUSDT,ENAUSDT,0.03,-3.56,-3.37,0.33,14
149,AGIUSDT,FUNUSDT,0.01,-3.79,-3.37,3.67,14
1221,HIFIUSDT,HNTUSDT,0.05,-3.37,-3.37,0.02,14
391,AXSUSDT,GRTUSDT,0.0,-4.62,-3.37,101.7,14
415,BATUSDT,AXLUSDT,0.04,-3.43,-3.37,1.3,14
99,1CATUSDT,1000LUNCUSDT,0.01,-3.78,-3.37,0.03,14
311,AXSUSDT,BELUSDT,0.01,-3.87,-3.37,80.8,14
800,ENJUSDT,10000COQUSDT,0.01,-4.02,-3.37,37.38,14
1289,HOTUSDT,BLZUSDT,0.01,-3.8,-3.37,0.04,14
1117,FORTHUSDT,DASHUSDT,0.0,-5.44,-3.37,0.02,14
1220,HIFIUSDT,GMXUSDT,0.03,-3.59,-3.37,0.01,14
1203,GMXUSDT,FETUSDT,0.0,-4.23,-3.37,86.53,14
1199,GMXUSDT,CELOUSDT,0.04,-3.4,-3.37,8.0,14
734,EGLDUSDT,COSUSDT,0.0,-4.7,-3.37,24872.0,13
1197,GLMUSDT,1000BONKUSDT,0.05,-3.38,-3.37,125.63,13
1198,GLMUSDT,ARKMUSDT,0.03,-3.57,-3.37,0.4,13
729,EGLDUSDT,CHZUSDT,0.0,-5.75,-3.37,829.6,13
1303,HOTUSDT,CETUSUSDT,0.01,-3.8,-3.37,0.05,13
1298,HOTUSDT,C98USDT,0.01,-3.83,-3.37,0.0,13
362,AXSUSDT,ENSUSDT,0.0,-4.27,-3.37,1.29,13
112,1CATUSDT,FXSUSDT,0.01,-4.04,-3.37,0.0,13
13,10000LADYSUSDT,DASHUSDT,0.03,-3.54,-3.37,0.0,13
840,ENJUSDT,ARBUSDT,0.0,-6.41,-3.37,1.84,13
1082,FORTHUSDT,BIGTIMEUSDT,0.0,-5.46,-3.37,13.76,13
1233,HOTUSDT,1000BONKUSDT,0.01,-3.93,-3.37,3.99,13
1284,HOTUSDT,BCHUSDT,0.0,-4.29,-3.37,0.0,13
389,AXSUSDT,GNOUSDT,0.01,-3.91,-3.37,0.23,13
702,EGLDUSDT,AXLUSDT,0.0,-4.27,-3.37,327.6,13
395,AXSUSDT,HIGHUSDT,0.01,-3.84,-3.37,20.16,13
740,EGLDUSDT,CTSIUSDT,0.0,-4.67,-3.37,652.02,13
1063,FORTHUSDT,ARKMUSDT,0.0,-5.57,-3.37,5.91,13
138,ADAUSDT,APEUSDT,0.03,-3.5,-3.37,0.17,13
212,ARKUSDT,CTKUSDT,0.04,-3.45,-3.37,0.17,13
55,1000RATSUSDT,BOBAUSDT,0.05,-3.38,-3.37,0.04,13
1205,GRTUSDT,DARUSDT,0.03,-3.52,-3.37,0.57,13
341,AXSUSDT,CTSIUSDT,0.0,-4.59,-3.37,168.74,13
57,1000RATSUSDT,COSUSDT,0.02,-3.71,-3.37,6.07,13
1299,HOTUSDT,CAKEUSDT,0.01,-3.81,-3.37,0.0,13
715,EGLDUSDT,BNTUSDT,0.01,-3.79,-3.37,489.44,13
41,1000BONKUSDT,ARKMUSDT,0.02,-3.61,-3.37,0.0,13
300,AXSUSDT,AUDIOUSDT,0.01,-3.92,-3.37,29.05,13
37,10000WENUSDT,HIGHUSDT,0.02,-3.74,-3.37,0.17,13
231,AUCTIONUSDT,FLRUSDT,0.0,-4.26,-3.37,212.75,13
1045,FORTHUSDT,AGIUSDT,0.0,-5.34,-3.37,106.63,13
166,ALPACAUSDT,1CATUSDT,0.0,-4.88,-3.37,16.18,13
674,EGLDUSDT,AERGOUSDT,0.0,-5.62,-3.37,1573.76,13
678,EGLDUSDT,AGLDUSDT,0.0,-4.76,-3.37,250.66,13
886,ENJUSDT,CROUSDT,0.0,-5.03,-3.37,3.07,13
679,EGLDUSDT,AIUSDT,0.0,-4.72,-3.37,238.64,13
75,1000XECUSDT,BIGTIMEUSDT,0.01,-3.97,-3.37,0.42,13
1048,FORTHUSDT,AIUSDT,0.0,-5.71,-3.37,2.68,13
319,AXSUSDT,BONDUSDT,0.0,-4.13,-3.37,18.28,13
321,AXSUSDT,BSVUSDT,0.01,-3.91,-3.37,0.54,13
644,DYDXUSDT,BONDUSDT,0.02,-3.76,-3.37,5.97,13
643,DYDXUSDT,BBUSDT,0.04,-3.41,-3.37,62.1,13
724,EGLDUSDT,CEEKUSDT,0.0,-4.61,-3.37,1020.37,13
148,AGIUSDT,FOXYUSDT,0.03,-3.51,-3.37,1.76,13
1155,FORTHUSDT,GNOUSDT,0.0,-5.88,-3.37,0.01,13
105,1CATUSDT,BBUSDT,0.01,-4.09,-3.37,0.03,13
945,ENSUSDT,1000BONKUSDT,0.04,-3.4,-3.37,32829.0,13
77,1000XECUSDT,BRETTUSDT,0.03,-3.56,-3.37,2.34,13
583,DEGENUSDT,BALUSDT,0.04,-3.43,-3.37,0.0,13
1139,FORTHUSDT,FLMUSDT,0.0,-5.43,-3.37,17.84,13
748,EGLDUSDT,DEGENUSDT,0.0,-6.06,-3.37,5947.8,13
478,BSVUSDT,BAKEUSDT,0.02,-3.74,-3.37,115.49,13
194,ANKRUSDT,ARUSDT,0.04,-3.43,-3.37,0.0,13
760,EGLDUSDT,ENSUSDT,0.0,-4.92,-3.37,4.99,13
578,DEGENUSDT,10000WENUSDT,0.01,-3.81,-3.37,0.08,13
1129,FORTHUSDT,ENSUSDT,0.0,-5.52,-3.37,0.06,13
86,1000XECUSDT,DEGENUSDT,0.01,-3.79,-3.37,2.04,13
472,BOBAUSDT,FOXYUSDT,0.0,-5.63,-3.37,95.12,13
535,COVALUSDT,1000BONKUSDT,0.02,-3.73,-3.37,21.18,13
513,CFXUSDT,DODOUSDT,0.03,-3.55,-3.37,0.69,13
455,BNTUSDT,EOSUSDT,0.03,-3.56,-3.37,0.14,13
598,DEGENUSDT,FLOWUSDT,0.01,-4.04,-3.37,0.0,13
1310,HOTUSDT,COSUSDT,0.01,-3.83,-3.37,0.61,13
1105,FORTHUSDT,COSUSDT,0.0,-5.51,-3.37,278.8,13
584,DEGENUSDT,CAKEUSDT,0.04,-3.42,-3.37,0.02,13
1315,HOTUSDT,CTKUSDT,0.02,-3.74,-3.37,0.0,13
410,BANDUSDT,FOXYUSDT,0.05,-3.37,-3.37,259.24,13
823,ENJUSDT,AGIUSDT,0.0,-4.15,-3.37,84.91,13
414,BATUSDT,ALTUSDT,0.04,-3.42,-3.37,2.69,13
791,EGLDUSDT,HFTUSDT,0.0,-4.46,-3.37,374.67,13
1008,FLRUSDT,ARKMUSDT,0.0,-6.98,-3.37,0.06,13
1272,HOTUSDT,ASTRUSDT,0.01,-3.91,-3.37,0.03,13
789,EGLDUSDT,GRTUSDT,0.01,-4.03,-3.37,392.86,13
822,ENJUSDT,AEVOUSDT,0.0,-4.2,-3.37,0.74,13
767,EGLDUSDT,FILUSDT,0.0,-5.88,-3.37,4.74,13
1331,HOTUSDT,DYMUSDT,0.01,-3.77,-3.37,0.0,13
960,ETHUSDT,C98USDT,0.02,-3.71,-3.37,489.97,13
288,AXSUSDT,APEUSDT,0.0,-4.25,-3.37,5.55,12
491,BTCUSDT,ENAUSDT,0.03,-3.5,-3.37,5880.88,12
474,BRETTUSDT,FIREUSDT,0.03,-3.48,-3.37,0.03,12
1227,HOTUSDT,10000COQUSDT,0.0,-5.04,-3.37,0.1,12
289,AXSUSDT,APEXUSDT,0.01,-3.92,-3.37,26.97,12
78,1000XECUSDT,CELRUSDT,0.05,-3.37,-3.37,0.66,12
122,ACEUSDT,10000LADYSUSDT,0.02,-3.65,-3.37,13571.77,12
1135,FORTHUSDT,FETUSDT,0.0,-5.66,-3.37,6.73,12
261,AXSUSDT,1000IQ50USDT,0.0,-4.21,-3.37,1277.27,12
1097,FORTHUSDT,CELRUSDT,0.0,-5.43,-3.37,21.68,12
1096,FORTHUSDT,CELOUSDT,0.0,-5.46,-3.37,0.62,12
1123,FORTHUSDT,DOTUSDT,0.0,-5.42,-3.37,0.08,12
203,APTUSDT,ARUSDT,0.02,-3.6,-3.37,0.15,12
953,ETHUSDT,10000LADYSUSDT,0.03,-3.54,-3.37,1749939.49,12
436,BNTUSDT,API3USDT,0.0,-5.36,-3.37,0.08,12
416,BATUSDT,BEAMUSDT,0.03,-3.57,-3.37,126.37,12
396,AXSUSDT,HNTUSDT,0.01,-3.82,-3.37,2.58,12
936,ENJUSDT,GODSUSDT,0.0,-5.33,-3.37,6.7,12
698,EGLDUSDT,ASTRUSDT,0.0,-4.74,-3.37,1067.88,12
1264,HOTUSDT,APEXUSDT,0.01,-3.84,-3.37,0.0,12
423,BIGTIMEUSDT,1000BONKUSDT,0.0,-4.11,-3.37,132.05,12
59,1000RATSUSDT,DAOUSDT,0.05,-3.37,-3.37,0.0,12
996,FITFIUSDT,CROUSDT,0.0,-14.07,-3.37,0.02,12
1236,HOTUSDT,1000IQ50USDT,0.01,-3.81,-3.37,0.12,12
115,1INCHUSDT,DEGENUSDT,0.02,-3.69,-3.37,60.17,12
1023,FORTHUSDT,10000COQUSDT,0.0,-5.43,-3.37,47.07,12
1171,FTMUSDT,APEXUSDT,0.01,-3.8,-3.37,0.48,12
1208,HBARUSDT,EDUUSDT,0.04,-3.41,-3.37,0.35,12
450,BNTUSDT,DAOUSDT,0.01,-4.0,-3.37,0.0,12
65,1000XECUSDT,ALICEUSDT,0.04,-3.46,-3.37,0.01,12
972,ETHWUSDT,ENAUSDT,0.03,-3.57,-3.37,6.1,12
162,ALICEUSDT,AEVOUSDT,0.03,-3.56,-3.37,3.73,12
1313,HOTUSDT,CROUSDT,0.01,-4.04,-3.37,0.01,12
703,EGLDUSDT,BADGERUSDT,0.0,-4.73,-3.37,127.93,11
906,ENJUSDT,EDUUSDT,0.01,-4.0,-3.37,2.17,11
777,EGLDUSDT,FTNUSDT,0.0,-4.75,-3.37,134.94,11
712,EGLDUSDT,BIGTIMEUSDT,0.0,-4.54,-3.37,1223.39,11
902,ENJUSDT,DOTUSDT,0.0,-5.31,-3.37,0.07,11
1017,FLRUSDT,GLMUSDT,0.0,-5.01,-3.37,0.15,11
39,10000WENUSDT,HOOKUSDT,0.05,-3.37,-3.37,0.2,11
897,ENJUSDT,DEGENUSDT,0.0,-4.36,-3.37,52.99,11
825,ENJUSDT,AGLDUSDT,0.0,-4.3,-3.37,2.23,11
790,EGLDUSDT,HBARUSDT,0.0,-4.6,-3.37,704.77,11
860,ENJUSDT,BIGTIMEUSDT,0.0,-6.38,-3.37,10.89,11
821,ENJUSDT,AERGOUSDT,0.01,-4.06,-3.37,14.03,11
948,EOSUSDT,ANKRUSDT,0.03,-3.56,-3.37,26.2,11
1001,FLOWUSDT,CAKEUSDT,0.01,-3.89,-3.37,6.59,11
736,EGLDUSDT,COVALUSDT,0.0,-5.85,-3.37,7673.9,11
998,FITFIUSDT,GMTUSDT,0.0,-inf,-3.37,0.02,11
819,ENJUSDT,ACHUSDT,0.0,-4.32,-3.37,63.45,11
35,10000WENUSDT,ENAUSDT,0.03,-3.51,-3.37,0.48,11
52,1000RATSUSDT,ALPACAUSDT,0.0,-5.1,-3.37,0.41,11
859,ENJUSDT,BELUSDT,0.01,-4.11,-3.37,2.78,11
808,ENJUSDT,1000FLOKIUSDT,0.0,-4.19,-3.37,51.04,11
889,ENJUSDT,CTSIUSDT,0.01,-3.87,-3.37,5.81,11
918,ENJUSDT,FLMUSDT,0.01,-4.08,-3.37,14.16,11
725,EGLDUSDT,CELOUSDT,0.0,-4.35,-3.37,55.67,11
753,EGLDUSDT,DOTUSDT,0.0,-5.86,-3.37,7.53,11
803,ENJUSDT,10000SATSUSDT,0.0,-4.19,-3.37,1308.29,11
915,ENJUSDT,FILUSDT,0.0,-5.3,-3.37,0.04,11
914,ENJUSDT,FETUSDT,0.0,-4.29,-3.37,5.35,11
49,1000IQ50USDT,FOXYUSDT,0.0,-5.36,-3.37,3.39,11
969,ETHUSDT,GMTUSDT,0.05,-3.37,-3.37,2505.11,11
885,ENJUSDT,COVALUSDT,0.0,-4.14,-3.37,68.41,11
1279,HOTUSDT,BAKEUSDT,0.01,-3.94,-3.37,0.01,11
1106,FORTHUSDT,COTIUSDT,0.0,-5.68,-3.37,8.37,11
1059,FORTHUSDT,APEXUSDT,0.0,-5.51,-3.37,1.17,11
284,AXSUSDT,ALTUSDT,0.0,-4.14,-3.37,176.2,11
304,AXSUSDT,BAKEUSDT,0.01,-4.09,-3.37,61.9,11
1178,FTNUSDT,AKROUSDT,0.04,-3.39,-3.37,418.13,11
325,AXSUSDT,CEEKUSDT,0.01,-4.05,-3.37,264.18,11
335,AXSUSDT,COSUSDT,0.0,-4.15,-3.37,6439.01,11
534,COTIUSDT,GALAUSDT,0.04,-3.45,-3.37,3.81,11
614,DENTUSDT,BTCUSDT,0.02,-3.65,-3.37,0.0,11
349,AXSUSDT,DEGENUSDT,0.01,-3.93,-3.37,1540.43,11
12,10000LADYSUSDT,AAVEUSDT,0.03,-3.58,-3.37,0.0,11
109,1CATUSDT,DYMUSDT,0.01,-3.94,-3.37,0.0,11
14,10000NFTUSDT,ALPACAUSDT,0.02,-3.62,-3.37,0.12,11
387,AXSUSDT,GMTUSDT,0.01,-3.88,-3.37,92.93,11
594,DEGENUSDT,ENAUSDT,0.0,-4.21,-3.37,0.04,11
